"ID","Career","CrseCollege","UnitTakenPrgrssSixth"
"004959947","UGRD","Education","4.66"
"004959947","UGRD","Science & Technology","1.50"
"004959947","UGRD","Social Sciences","0.66"
"004959999","UGRD","Arts and Humanities","2.66"
"004959999","UGRD","Business and Economics","4.66"
"004959999","UGRD","Education","0.50"
"004959999","UGRD","Science & Technology","3.16"
"004959999","UGRD","Social Sciences","2.83"
"004960012","UGRD","Arts and Humanities","5.00"
"004960012","UGRD","Science & Technology","2.33"
"004960012","UGRD","Social Sciences","3.16"
"004960025","UGRD","Arts and Humanities","0.66"
"004960025","UGRD","Education","0.50"
"004960025","UGRD","Science & Technology","1.66"
"004960025","UGRD","Social Sciences","10.16"
"004960207","UGRD","Arts and Humanities","3.16"
"004960207","UGRD","Business and Economics","2.00"
"004960207","UGRD","Science & Technology","1.50"
"004960207","UGRD","Social Sciences","3.16"
"004960259","UGRD","Arts and Humanities","1.33"
"004960259","UGRD","Business and Economics","6.00"
"004960259","UGRD","Science & Technology","2.66"
"004960259","UGRD","Social Sciences","2.50"
"004960259","UGRD","University-wide","0.83"
"004960337","UGRD","Arts and Humanities","0.66"
"004960337","UGRD","Business and Economics","3.33"
"004960337","UGRD","Science & Technology","1.83"
"004960337","UGRD","Social Sciences","1.50"
"004960493","UGRD","Arts and Humanities","3.33"
"004960493","UGRD","Science & Technology","2.16"
"004960493","UGRD","Social Sciences","9.50"
"004960714","UGRD","Arts and Humanities","0.66"
"004960714","UGRD","Education","5.83"
"004960727","UGRD","Arts and Humanities","8.83"
"004960727","UGRD","Education","1.66"
"004960727","UGRD","Science & Technology","2.50"
"004960727","UGRD","Social Sciences","1.00"
"004960727","UGRD","University-wide","1.00"
"004960818","UGRD","Arts and Humanities","1.33"
"004960818","UGRD","Science & Technology","1.00"
"004960818","UGRD","Social Sciences","5.66"
"004960922","UGRD","Arts and Humanities","5.83"
"004960922","UGRD","Social Sciences","1.16"
"004961091","UGRD","Arts and Humanities","2.00"
"004961091","UGRD","Science & Technology","2.50"
"004961091","UGRD","Social Sciences","7.33"
"004961325","UGRD","Arts and Humanities","4.66"
"004961325","UGRD","Business and Economics","2.66"
"004961325","UGRD","Science & Technology","1.83"
"004961325","UGRD","Social Sciences","4.16"
"004961325","UGRD","University-wide","0.66"
"004961390","UGRD","Education","0.50"
"004961390","UGRD","Science & Technology","1.00"
"004961390","UGRD","Social Sciences","5.00"
"004961741","PBAC","Arts and Humanities","6.00"
"004961741","UGRD","Arts and Humanities","6.83"
"004961741","UGRD","Education","0.50"
"004961741","UGRD","Social Sciences","0.50"
"004961780","UGRD","Arts and Humanities","8.66"
"004961780","UGRD","Science & Technology","3.50"
"004961780","UGRD","Social Sciences","2.66"
"004961780","UGRD","University-wide","0.16"
"004961832","UGRD","Arts and Humanities","0.83"
"004961832","UGRD","Business and Economics","7.33"
"004962196","UGRD","Arts and Humanities","1.66"
"004962196","UGRD","Business and Economics","6.00"
"004962196","UGRD","Science & Technology","3.16"
"004962196","UGRD","Social Sciences","1.50"
"004962391","UGRD","Arts and Humanities","0.66"
"004962391","UGRD","Social Sciences","1.50"
"004962625","UGRD","Arts and Humanities","2.16"
"004962625","UGRD","Science & Technology","6.83"
"004962625","UGRD","Social Sciences","2.00"
"004962651","UGRD","Arts and Humanities","2.00"
"004962651","UGRD","Business and Economics","8.00"
"004962651","UGRD","Science & Technology","2.33"
"004962651","UGRD","Social Sciences","2.50"
"004962651","UGRD","University-wide","0.83"
"004962703","UGRD","Arts and Humanities","10.33"
"004962703","UGRD","Education","1.00"
"004962703","UGRD","Science & Technology","1.00"
"004962703","UGRD","Social Sciences","2.00"
"004962937","UGRD","Arts and Humanities","2.00"
"004962937","UGRD","Business and Economics","2.00"
"004962937","UGRD","Science & Technology","2.00"
"004962937","UGRD","Social Sciences","1.50"
"004963080","UGRD","Arts and Humanities","0.66"
"004963080","UGRD","Science & Technology","0.66"
"004963080","UGRD","Social Sciences","0.50"
"004963197","UGRD","Arts and Humanities","1.83"
"004963197","UGRD","Business and Economics","8.00"
"004963197","UGRD","Science & Technology","3.00"
"004963197","UGRD","Social Sciences","2.00"
"004963717","UGRD","Arts and Humanities","0.66"
"004963717","UGRD","Social Sciences","8.16"
"004963964","UGRD","Science & Technology","0.66"
"004963964","UGRD","Social Sciences","2.00"
"004964016","UGRD","Arts and Humanities","6.66"
"004964016","UGRD","Social Sciences","1.16"
"004964185","UGRD","Arts and Humanities","5.83"
"004964185","UGRD","Science & Technology","2.00"
"004964185","UGRD","Social Sciences","1.00"
"004964198","UGRD","Arts and Humanities","10.66"
"004964198","UGRD","Science & Technology","1.16"
"004964198","UGRD","Social Sciences","3.00"
"004964250","UGRD","Arts and Humanities","3.33"
"004964250","UGRD","Business and Economics","6.66"
"004964250","UGRD","Science & Technology","1.83"
"004964250","UGRD","Social Sciences","2.00"
"004964718","UGRD","Arts and Humanities","0.66"
"004964718","UGRD","Science & Technology","1.16"
"004964718","UGRD","Social Sciences","0.50"
"004964783","UGRD","Arts and Humanities","0.50"
"004964783","UGRD","Science & Technology","1.00"
"004964783","UGRD","Social Sciences","0.50"
"004965056","UGRD","Arts and Humanities","1.33"
"004965056","UGRD","Business and Economics","0.66"
"004965056","UGRD","Science & Technology","11.16"
"004965056","UGRD","Social Sciences","2.50"
"004965121","UGRD","Business and Economics","7.33"
"004965212","UGRD","Arts and Humanities","9.00"
"004965212","UGRD","Science & Technology","2.33"
"004965212","UGRD","Social Sciences","2.00"
"004965212","UGRD","University-wide","0.50"
"004965290","UGRD","Arts and Humanities","3.00"
"004965290","UGRD","Science & Technology","0.66"
"004965290","UGRD","Social Sciences","6.66"
"004965290","UGRD","University-wide","0.50"
"004965576","PBAC","Arts and Humanities","6.50"
"004965576","UGRD","Arts and Humanities","5.33"
"004965576","UGRD","Social Sciences","1.16"
"004965602","UGRD","Arts and Humanities","0.66"
"004965602","UGRD","Business and Economics","5.33"
"004965602","UGRD","Social Sciences","0.50"
"004965706","UGRD","Arts and Humanities","2.00"
"004965706","UGRD","Business and Economics","1.33"
"004965706","UGRD","Science & Technology","2.16"
"004965706","UGRD","Social Sciences","2.00"
"004965745","UGRD","Arts and Humanities","1.33"
"004965745","UGRD","Business and Economics","0.66"
"004965745","UGRD","Science & Technology","7.66"
"004965745","UGRD","Social Sciences","2.16"
"004965745","UGRD","University-wide","3.66"
"004965784","UGRD","Arts and Humanities","1.33"
"004965784","UGRD","Science & Technology","10.83"
"004965784","UGRD","Social Sciences","2.50"
"004965823","UGRD","Arts and Humanities","5.00"
"004965823","UGRD","Business and Economics","0.66"
"004965823","UGRD","Science & Technology","2.50"
"004965823","UGRD","Social Sciences","6.66"
"004966954","UGRD","Arts and Humanities","0.66"
"004966954","UGRD","Science & Technology","1.83"
"004966954","UGRD","Social Sciences","2.50"
"004966954","UGRD","University-wide","0.16"
"004967097","UGRD","Arts and Humanities","4.00"
"004967097","UGRD","Business and Economics","7.33"
"004967097","UGRD","Science & Technology","2.16"
"004967097","UGRD","Social Sciences","2.50"
"004967097","UGRD","University-wide","0.16"
"004967357","UGRD","Arts and Humanities","1.33"
"004967357","UGRD","Science & Technology","9.33"
"004967357","UGRD","Social Sciences","3.16"
"004967409","UGRD","Arts and Humanities","0.66"
"004967409","UGRD","Business and Economics","8.33"
"004967513","UGRD","Arts and Humanities","3.33"
"004967513","UGRD","Business and Economics","7.33"
"004967513","UGRD","Science & Technology","0.83"
"004967513","UGRD","Social Sciences","2.50"
"004967526","UGRD","Arts and Humanities","0.66"
"004967526","UGRD","Science & Technology","0.50"
"004967526","UGRD","Social Sciences","5.16"
"004967578","UGRD","Arts and Humanities","3.33"
"004967578","UGRD","Business and Economics","0.66"
"004967578","UGRD","Science & Technology","3.00"
"004967578","UGRD","Social Sciences","3.33"
"004967682","UGRD","Arts and Humanities","0.66"
"004967682","UGRD","Social Sciences","5.33"
"004967851","UGRD","Arts and Humanities","3.66"
"004967851","UGRD","Business and Economics","0.66"
"004967851","UGRD","Science & Technology","2.00"
"004967851","UGRD","Social Sciences","8.50"
"004967851","UGRD","University-wide","0.16"
"004968540","UGRD","Arts and Humanities","0.66"
"004968540","UGRD","Science & Technology","1.66"
"004968540","UGRD","University-wide","0.16"
"004968631","UGRD","Arts and Humanities","0.66"
"004968631","UGRD","Science & Technology","1.33"
"004968631","UGRD","Social Sciences","0.66"
"004968904","UGRD","Arts and Humanities","0.83"
"004968904","UGRD","Education","1.00"
"004968904","UGRD","Science & Technology","0.50"
"004968904","UGRD","Social Sciences","4.00"
"004969125","UGRD","Arts and Humanities","2.00"
"004969125","UGRD","Business and Economics","0.66"
"004969125","UGRD","Science & Technology","1.66"
"004969125","UGRD","Social Sciences","10.16"
"004969229","UGRD","Arts and Humanities","0.50"
"004969229","UGRD","Business and Economics","2.66"
"004969229","UGRD","Science & Technology","0.66"
"004969229","UGRD","Social Sciences","0.50"
"004969385","UGRD","Arts and Humanities","0.66"
"004969385","UGRD","Business and Economics","0.66"
"004969385","UGRD","Science & Technology","0.50"
"004969385","UGRD","University-wide","0.16"
"004969424","UGRD","Arts and Humanities","9.00"
"004969424","UGRD","Science & Technology","3.00"
"004969424","UGRD","Social Sciences","3.66"
"004969866","UGRD","Arts and Humanities","3.00"
"004969866","UGRD","Business and Economics","2.66"
"004969866","UGRD","Science & Technology","1.66"
"004969866","UGRD","Social Sciences","2.00"
"004969866","UGRD","University-wide","4.00"
"004970009","UGRD","Arts and Humanities","3.33"
"004970009","UGRD","Science & Technology","1.33"
"004970009","UGRD","Social Sciences","9.33"
"004970139","UGRD","Arts and Humanities","0.66"
"004970139","UGRD","Science & Technology","0.66"
"004970139","UGRD","Social Sciences","6.00"
"004970282","UGRD","Education","2.00"
"004970282","UGRD","Science & Technology","3.66"
"004970282","UGRD","Social Sciences","1.16"
"004970321","UGRD","Arts and Humanities","2.16"
"004970321","UGRD","Business and Economics","8.00"
"004970321","UGRD","Science & Technology","2.83"
"004970321","UGRD","Social Sciences","1.66"
"004970425","UGRD","Arts and Humanities","4.66"
"004970425","UGRD","Science & Technology","2.16"
"004970425","UGRD","Social Sciences","8.50"
"004970581","UGRD","Science & Technology","0.50"
"004970581","UGRD","Social Sciences","5.83"
"004970685","UGRD","Arts and Humanities","1.33"
"004970685","UGRD","Education","0.50"
"004970685","UGRD","Science & Technology","11.00"
"004970685","UGRD","Social Sciences","2.50"
"004970776","UGRD","Arts and Humanities","4.00"
"004970776","UGRD","Education","1.50"
"004970776","UGRD","Science & Technology","1.00"
"004970776","UGRD","Social Sciences","0.66"
"004970815","UGRD","Arts and Humanities","4.00"
"004970815","UGRD","Education","0.50"
"004970815","UGRD","Science & Technology","2.33"
"004970815","UGRD","Social Sciences","3.33"
"004970841","UGRD","Arts and Humanities","9.33"
"004970841","UGRD","Science & Technology","2.16"
"004970841","UGRD","Social Sciences","2.50"
"004970997","UGRD","Arts and Humanities","6.66"
"004970997","UGRD","Science & Technology","0.50"
"004971114","UGRD","Arts and Humanities","1.33"
"004971114","UGRD","Business and Economics","0.66"
"004971114","UGRD","University-wide","0.50"
"004971283","UGRD","Arts and Humanities","1.66"
"004971283","UGRD","Science & Technology","6.66"
"004971283","UGRD","Social Sciences","1.00"
"004971400","UGRD","Arts and Humanities","0.66"
"004971400","UGRD","Social Sciences","7.00"
"004971699","UGRD","Arts and Humanities","3.66"
"004971699","UGRD","Business and Economics","0.66"
"004971699","UGRD","Science & Technology","5.50"
"004971699","UGRD","Social Sciences","3.16"
"004971959","UGRD","Social Sciences","6.66"
"004972154","UGRD","Arts and Humanities","0.83"
"004972154","UGRD","Business and Economics","6.00"
"004972154","UGRD","Social Sciences","0.66"
"004972206","UGRD","Arts and Humanities","6.33"
"004972206","UGRD","Science & Technology","2.16"
"004972206","UGRD","Social Sciences","2.83"
"004972206","UGRD","University-wide","4.00"
"004972219","UGRD","Arts and Humanities","2.00"
"004972219","UGRD","Education","5.16"
"004972219","UGRD","Science & Technology","3.50"
"004972219","UGRD","Social Sciences","3.16"
"004972258","UGRD","Arts and Humanities","1.16"
"004972258","UGRD","Business and Economics","4.66"
"004972258","UGRD","Science & Technology","3.16"
"004972258","UGRD","Social Sciences","1.50"
"004972531","UGRD","Science & Technology","2.66"
"004972531","UGRD","Social Sciences","6.00"
"004972544","UGRD","Arts and Humanities","2.66"
"004972544","UGRD","Business and Economics","6.66"
"004972544","UGRD","Education","0.50"
"004972544","UGRD","Science & Technology","2.33"
"004972544","UGRD","Social Sciences","2.66"
"004972674","UGRD","Arts and Humanities","0.66"
"004972674","UGRD","Science & Technology","1.00"
"004972674","UGRD","Social Sciences","1.00"
"004972869","UGRD","Arts and Humanities","2.33"
"004972869","UGRD","Education","0.50"
"004972869","UGRD","Science & Technology","2.16"
"004972869","UGRD","Social Sciences","10.16"
"004972869","UGRD","University-wide","0.16"
"004972947","UGRD","Arts and Humanities","0.33"
"004972947","UGRD","Education","0.50"
"004972947","UGRD","Science & Technology","6.16"
"004972947","UGRD","Social Sciences","1.00"
"004973012","UGRD","Business and Economics","6.00"
"004973012","UGRD","Education","0.50"
"004973012","UGRD","Science & Technology","0.50"
"004973012","UGRD","Social Sciences","0.66"
"004973038","UGRD","Arts and Humanities","0.66"
"004973038","UGRD","Business and Economics","0.66"
"004973038","UGRD","Science & Technology","1.00"
"004973090","UGRD","Arts and Humanities","1.16"
"004973090","UGRD","Science & Technology","1.16"
"004973207","UGRD","Arts and Humanities","0.66"
"004973207","UGRD","Social Sciences","7.33"
"004973324","UGRD","Arts and Humanities","1.33"
"004973324","UGRD","Science & Technology","1.50"
"004973324","UGRD","Social Sciences","8.33"
"004973324","UGRD","University-wide","0.66"
"004973597","UGRD","Arts and Humanities","1.33"
"004973597","UGRD","Science & Technology","3.33"
"004973597","UGRD","Social Sciences","2.16"
"004973597","UGRD","University-wide","0.16"
"004973623","UGRD","Arts and Humanities","0.50"
"004973623","UGRD","Business and Economics","1.33"
"004973623","UGRD","Science & Technology","7.50"
"004973623","UGRD","Social Sciences","3.33"
"004973623","UGRD","University-wide","0.33"
"004973766","UGRD","Business and Economics","6.00"
"004973766","UGRD","Science & Technology","1.00"
"004973766","UGRD","Social Sciences","0.50"
"004973922","UGRD","Arts and Humanities","2.33"
"004973922","UGRD","Science & Technology","2.33"
"004973922","UGRD","Social Sciences","9.00"
"004973922","UGRD","University-wide","0.16"
"004974000","UGRD","Arts and Humanities","0.66"
"004974000","UGRD","Science & Technology","0.16"
"004974000","UGRD","Social Sciences","1.83"
"004974117","UGRD","Arts and Humanities","2.16"
"004974117","UGRD","Science & Technology","8.00"
"004974117","UGRD","Social Sciences","3.83"
"004974117","UGRD","University-wide","0.16"
"004974221","UGRD","Arts and Humanities","1.33"
"004974221","UGRD","Science & Technology","10.66"
"004974221","UGRD","Social Sciences","2.16"
"004974559","UGRD","Arts and Humanities","2.50"
"004974559","UGRD","Education","5.00"
"004974559","UGRD","Science & Technology","3.50"
"004974559","UGRD","Social Sciences","3.16"
"004974559","UGRD","University-wide","0.50"
"004974611","UGRD","Arts and Humanities","1.00"
"004974611","UGRD","Business and Economics","1.33"
"004974611","UGRD","Science & Technology","2.16"
"004974611","UGRD","Social Sciences","3.33"
"004974728","UGRD","Arts and Humanities","0.66"
"004974728","UGRD","Social Sciences","2.66"
"004974741","UGRD","Business and Economics","6.66"
"004974741","UGRD","Social Sciences","0.50"
"004974793","UGRD","Arts and Humanities","1.33"
"004974793","UGRD","Business and Economics","9.33"
"004974793","UGRD","Science & Technology","1.50"
"004974793","UGRD","Social Sciences","2.50"
"004975183","UGRD","Arts and Humanities","0.66"
"004975183","UGRD","Business and Economics","0.66"
"004975183","UGRD","Science & Technology","1.83"
"004975183","UGRD","Social Sciences","1.00"
"004975183","UGRD","University-wide","0.16"
"004975261","UGRD","Business and Economics","0.66"
"004975261","UGRD","Science & Technology","0.50"
"004975261","UGRD","Social Sciences","0.50"
"004975716","UGRD","Science & Technology","8.16"
"004975716","UGRD","Social Sciences","1.00"
"004975768","UGRD","Arts and Humanities","1.33"
"004975768","UGRD","Science & Technology","2.66"
"004975768","UGRD","Social Sciences","2.33"
"004975768","UGRD","University-wide","1.33"
"004975781","UGRD","Arts and Humanities","2.66"
"004975781","UGRD","Science & Technology","1.83"
"004975781","UGRD","Social Sciences","10.66"
"004975872","UGRD","Arts and Humanities","0.66"
"004975872","UGRD","Science & Technology","6.00"
"004975872","UGRD","Social Sciences","1.66"
"004975885","UGRD","Arts and Humanities","4.50"
"004975885","UGRD","Business and Economics","4.00"
"004975885","UGRD","Science & Technology","2.00"
"004975885","UGRD","Social Sciences","3.50"
"004975976","UGRD","Science & Technology","0.50"
"004975976","UGRD","Social Sciences","6.16"
"004976093","UGRD","Arts and Humanities","2.66"
"004976093","UGRD","Science & Technology","2.16"
"004976093","UGRD","Social Sciences","10.66"
"004976275","UGRD","Arts and Humanities","2.33"
"004976275","UGRD","Science & Technology","9.00"
"004976275","UGRD","Social Sciences","3.16"
"004976483","UGRD","Arts and Humanities","8.00"
"004976483","UGRD","Business and Economics","0.66"
"004976483","UGRD","Science & Technology","3.33"
"004976483","UGRD","Social Sciences","3.83"
"004976561","UGRD","Arts and Humanities","2.00"
"004976561","UGRD","Science & Technology","8.50"
"004976561","UGRD","Social Sciences","1.00"
"004976626","UGRD","Business and Economics","6.00"
"004976626","UGRD","Social Sciences","0.50"
"004976639","UGRD","Arts and Humanities","3.16"
"004976639","UGRD","Business and Economics","7.33"
"004976639","UGRD","Science & Technology","3.33"
"004976639","UGRD","Social Sciences","1.50"
"004976639","UGRD","University-wide","0.16"
"004976938","UGRD","Arts and Humanities","13.83"
"004976938","UGRD","Science & Technology","1.00"
"004976938","UGRD","Social Sciences","2.16"
"004976938","UGRD","University-wide","0.50"
"004977016","UGRD","Arts and Humanities","0.66"
"004977016","UGRD","Science & Technology","0.66"
"004977016","UGRD","Social Sciences","6.00"
"004977159","UGRD","Arts and Humanities","1.83"
"004977159","UGRD","Education","1.00"
"004977159","UGRD","Science & Technology","2.00"
"004977185","UGRD","Arts and Humanities","0.66"
"004977185","UGRD","Education","0.50"
"004977185","UGRD","Science & Technology","8.16"
"004977185","UGRD","Social Sciences","2.00"
"004977328","UGRD","Arts and Humanities","0.66"
"004977328","UGRD","Business and Economics","6.00"
"004977328","UGRD","Social Sciences","0.50"
"004977367","UGRD","Arts and Humanities","11.00"
"004977367","UGRD","Education","4.66"
"004977367","UGRD","Science & Technology","2.66"
"004977484","UGRD","Arts and Humanities","0.66"
"004977484","UGRD","Business and Economics","4.00"
"004977484","UGRD","Science & Technology","5.33"
"004977861","UGRD","Arts and Humanities","0.66"
"004977861","UGRD","Science & Technology","1.16"
"004977861","UGRD","Social Sciences","0.50"
"004977913","UGRD","Science & Technology","1.33"
"004977913","UGRD","Social Sciences","0.66"
"004977913","UGRD","University-wide","0.33"
"004977965","UGRD","Arts and Humanities","5.33"
"004977965","PBAC","Education","3.33"
"004977965","UGRD","Education","0.50"
"004977965","UGRD","Science & Technology","1.16"
"004978095","UGRD","Arts and Humanities","0.66"
"004978095","UGRD","Business and Economics","10.66"
"004978095","UGRD","Social Sciences","0.66"
"004978329","UGRD","Arts and Humanities","3.33"
"004978329","UGRD","Business and Economics","4.00"
"004978329","UGRD","Science & Technology","4.16"
"004978329","UGRD","Social Sciences","3.16"
"004978355","UGRD","Arts and Humanities","1.16"
"004978355","UGRD","Business and Economics","2.66"
"004978355","UGRD","Science & Technology","3.33"
"004978355","UGRD","Social Sciences","0.50"
"004978355","UGRD","University-wide","0.33"
"004978420","UGRD","Arts and Humanities","1.33"
"004978420","UGRD","Science & Technology","1.66"
"004978420","UGRD","Social Sciences","1.50"
"004978524","UGRD","Arts and Humanities","0.66"
"004978524","UGRD","Science & Technology","1.33"
"004978524","UGRD","Social Sciences","0.50"
"004978667","UGRD","Business and Economics","7.33"
"004978667","UGRD","Science & Technology","0.66"
"004978667","UGRD","Social Sciences","1.16"
"004978693","UGRD","Arts and Humanities","0.66"
"004978693","UGRD","Business and Economics","2.00"
"004978732","UGRD","Arts and Humanities","6.00"
"004978758","UGRD","Arts and Humanities","2.00"
"004978758","UGRD","Business and Economics","6.66"
"004978758","UGRD","Education","2.00"
"004978758","UGRD","Science & Technology","2.33"
"004978758","UGRD","Social Sciences","1.66"
"004978758","UGRD","University-wide","0.16"
"004978849","UGRD","Social Sciences","7.00"
"004978940","UGRD","Social Sciences","7.33"
"004979798","UGRD","Arts and Humanities","2.66"
"004979798","UGRD","Business and Economics","0.66"
"004979798","UGRD","Science & Technology","8.50"
"004979798","UGRD","Social Sciences","2.50"
"004979798","UGRD","University-wide","0.16"
"004979902","UGRD","Arts and Humanities","8.83"
"004979902","UGRD","Business and Economics","0.66"
"004979902","UGRD","Science & Technology","1.83"
"004979902","UGRD","Social Sciences","2.66"
"004980526","UGRD","Arts and Humanities","1.83"
"004980526","UGRD","Business and Economics","0.66"
"004980526","UGRD","Science & Technology","8.00"
"004980526","UGRD","Social Sciences","1.50"
"004980734","UGRD","Arts and Humanities","2.50"
"004980734","UGRD","Education","0.50"
"004980734","UGRD","Science & Technology","2.50"
"004980734","UGRD","Social Sciences","9.00"
"004981033","UGRD","Arts and Humanities","1.33"
"004981033","UGRD","University-wide","0.16"
"004981059","UGRD","Education","5.83"
"004981059","UGRD","Social Sciences","0.50"
"004981254","UGRD","Arts and Humanities","0.66"
"004981254","UGRD","Science & Technology","0.50"
"004981254","UGRD","Social Sciences","6.16"
"004981306","UGRD","Arts and Humanities","1.33"
"004981306","UGRD","Science & Technology","0.83"
"004981306","UGRD","University-wide","0.50"
"004981605","UGRD","Arts and Humanities","0.66"
"004981605","UGRD","Science & Technology","0.50"
"004981605","UGRD","Social Sciences","1.16"
"004981904","UGRD","Arts and Humanities","10.00"
"004981904","UGRD","Education","0.50"
"004981904","UGRD","Science & Technology","0.83"
"004981904","UGRD","Social Sciences","3.50"
"004981904","UGRD","University-wide","0.16"
"004981969","UGRD","Science & Technology","10.33"
"004982125","UGRD","Arts and Humanities","1.33"
"004982125","UGRD","Business and Economics","0.66"
"004982125","UGRD","Science & Technology","2.50"
"004982125","UGRD","Social Sciences","1.50"
"004982177","UGRD","Social Sciences","9.16"
"004982320","UGRD","Arts and Humanities","10.50"
"004982320","UGRD","Science & Technology","1.00"
"004982346","UGRD","Arts and Humanities","1.33"
"004982346","UGRD","Business and Economics","8.00"
"004982346","UGRD","Science & Technology","2.66"
"004982346","UGRD","Social Sciences","1.50"
"004982346","UGRD","University-wide","0.50"
"004982398","UGRD","Arts and Humanities","6.66"
"004982398","UGRD","University-wide","0.33"
"004982502","UGRD","Science & Technology","1.00"
"004982502","UGRD","Social Sciences","1.66"
"004982879","UGRD","Education","1.50"
"004982879","UGRD","Science & Technology","5.50"
"004982944","UGRD","Arts and Humanities","2.66"
"004982944","UGRD","Science & Technology","2.00"
"004982970","UGRD","Arts and Humanities","7.00"
"004982970","UGRD","Science & Technology","5.16"
"004982970","UGRD","Social Sciences","1.00"
"004983022","UGRD","Arts and Humanities","1.33"
"004983022","UGRD","Science & Technology","10.16"
"004983022","UGRD","Social Sciences","1.66"
"004983022","UGRD","University-wide","0.16"
"004983178","UGRD","Arts and Humanities","0.66"
"004983178","UGRD","Science & Technology","1.16"
"004983178","UGRD","Social Sciences","0.50"
"004983256","UGRD","Arts and Humanities","0.66"
"004983256","UGRD","Science & Technology","1.00"
"004983256","UGRD","Social Sciences","3.50"
"004983399","UGRD","Arts and Humanities","8.00"
"004983399","UGRD","Business and Economics","0.66"
"004983399","UGRD","Science & Technology","1.66"
"004983399","UGRD","Social Sciences","4.33"
"004983399","UGRD","University-wide","0.16"
"004983711","UGRD","Arts and Humanities","2.50"
"004983711","UGRD","Business and Economics","0.66"
"004983711","UGRD","Science & Technology","2.83"
"004983711","UGRD","Social Sciences","9.16"
"004983711","UGRD","University-wide","1.33"
"004983789","UGRD","Arts and Humanities","2.83"
"004983789","UGRD","Science & Technology","2.66"
"004983789","UGRD","Social Sciences","2.16"
"004983789","UGRD","University-wide","0.33"
"004983906","UGRD","Arts and Humanities","3.50"
"004983906","UGRD","Science & Technology","2.83"
"004983906","UGRD","Social Sciences","6.50"
"004983906","UGRD","University-wide","0.16"
"004983971","UGRD","Arts and Humanities","3.16"
"004983971","UGRD","Education","5.50"
"004983971","UGRD","Science & Technology","2.16"
"004983971","UGRD","Social Sciences","3.00"
"004984179","UGRD","Arts and Humanities","7.33"
"004984179","UGRD","Science & Technology","0.50"
"004984244","UGRD","Social Sciences","5.83"
"004984400","UGRD","Arts and Humanities","7.33"
"004984400","UGRD","Social Sciences","1.16"
"004984439","UGRD","Arts and Humanities","2.16"
"004984439","UGRD","Business and Economics","0.66"
"004984439","UGRD","Science & Technology","6.33"
"004984439","UGRD","Social Sciences","5.66"
"004984478","UGRD","Arts and Humanities","1.66"
"004984478","UGRD","Science & Technology","1.16"
"004984478","UGRD","Social Sciences","12.00"
"004984608","UGRD","Science & Technology","1.66"
"004984608","UGRD","Social Sciences","0.50"
"004984673","UGRD","Arts and Humanities","0.66"
"004984673","UGRD","Science & Technology","9.00"
"004984673","UGRD","Social Sciences","2.00"
"004984673","UGRD","University-wide","0.16"
"004984790","UGRD","Arts and Humanities","1.33"
"004984790","UGRD","Science & Technology","2.66"
"004984790","UGRD","Social Sciences","8.66"
"004984790","UGRD","University-wide","0.83"
"004984920","UGRD","Social Sciences","7.00"
"004985011","UGRD","Arts and Humanities","5.50"
"004985011","UGRD","Education","0.50"
"004985011","UGRD","Social Sciences","2.66"
"004985180","UGRD","Business and Economics","5.16"
"004985401","UGRD","Arts and Humanities","2.83"
"004985401","UGRD","Science & Technology","2.66"
"004985401","UGRD","Social Sciences","10.00"
"004985401","UGRD","University-wide","0.16"
"004985440","UGRD","Arts and Humanities","1.33"
"004985440","UGRD","Science & Technology","10.00"
"004985440","UGRD","Social Sciences","3.00"
"004985440","UGRD","University-wide","0.16"
"004985583","UGRD","Arts and Humanities","11.83"
"004985583","UGRD","Business and Economics","0.66"
"004985583","UGRD","Science & Technology","3.16"
"004985583","UGRD","Social Sciences","1.00"
"004985713","UGRD","Arts and Humanities","2.00"
"004985713","UGRD","Business and Economics","1.33"
"004985713","UGRD","Science & Technology","1.00"
"004985713","UGRD","Social Sciences","2.66"
"004985804","UGRD","Arts and Humanities","2.50"
"004985804","UGRD","Business and Economics","0.66"
"004985804","UGRD","Science & Technology","2.83"
"004985804","UGRD","Social Sciences","8.50"
"004985908","UGRD","Social Sciences","9.33"
"004986077","UGRD","Business and Economics","5.33"
"004986077","UGRD","Social Sciences","1.50"
"004986311","UGRD","Arts and Humanities","1.16"
"004986311","UGRD","Business and Economics","7.33"
"004986311","UGRD","Science & Technology","1.00"
"004986311","UGRD","Social Sciences","0.50"
"004987013","UGRD","Arts and Humanities","2.00"
"004987013","UGRD","Science & Technology","0.83"
"004987013","UGRD","Social Sciences","11.16"
"004987013","UGRD","University-wide","0.16"
"004987026","UGRD","Arts and Humanities","1.33"
"004987026","UGRD","Business and Economics","6.00"
"004987026","UGRD","Social Sciences","1.33"
"004987546","UGRD","Arts and Humanities","2.00"
"004987546","UGRD","Science & Technology","13.50"
"004987546","UGRD","Social Sciences","0.16"
"004987598","UGRD","Arts and Humanities","5.33"
"004987702","UGRD","Arts and Humanities","6.66"
"004987702","UGRD","Social Sciences","1.00"
"004987819","UGRD","Social Sciences","2.66"
"004987858","UGRD","Arts and Humanities","1.83"
"004987858","UGRD","Business and Economics","0.66"
"004987858","UGRD","Science & Technology","0.66"
"004987858","UGRD","Social Sciences","3.83"
"004987923","UGRD","Arts and Humanities","6.00"
"004987923","UGRD","Education","5.50"
"004987923","UGRD","Science & Technology","1.83"
"004987923","UGRD","Social Sciences","2.16"
