"ID","Career","CrseCollege","UnitTakenPrgrssSixth"
"003806548","UGRD","Social Sciences","7.50"
"003806574","UGRD","Education","0.66"
"003807094","UGRD","Education","1.66"
"003807094","UGRD","Social Sciences","3.66"
"003807185","UGRD","Business and Economics","2.66"
"003807185","UGRD","Social Sciences","0.50"
"003807211","UGRD","Business and Economics","5.33"
"003807224","UGRD","Arts and Humanities","2.50"
"003807224","UGRD","Education","0.50"
"003807224","UGRD","Science & Technology","0.50"
"003807224","UGRD","Social Sciences","1.16"
"003807445","UGRD","Arts and Humanities","4.00"
"003807445","UGRD","Science & Technology","0.66"
"003807445","UGRD","Social Sciences","0.66"
"003810214","UGRD","Social Sciences","2.00"
"003810994","PBAC","Extended Education","4.16"
"003812359","UGRD","Business and Economics","2.00"
"003812541","PBAC","Extended Education","5.00"
"003812541","PBAC","Social Sciences","1.00"
"003812905","UGRD","Business and Economics","1.83"
"003812905","UGRD","Science & Technology","0.50"
"003812905","UGRD","Social Sciences","0.50"
"003813282","UGRD","Arts and Humanities","1.83"
"003813282","UGRD","Science & Technology","1.00"
"003813282","UGRD","Social Sciences","2.00"
"003813477","UGRD","Arts and Humanities","1.33"
"003813477","UGRD","Business and Economics","3.33"
"003813477","UGRD","Science & Technology","0.50"
"003813516","PBAC","Education","1.00"
"003813568","UGRD","Business and Economics","5.33"
"003813568","UGRD","Education","0.50"
"003813568","UGRD","Social Sciences","0.50"
"003813815","UGRD","Arts and Humanities","0.16"
"003813815","PBAC","Science & Technology","1.33"
"003813815","UGRD","Science & Technology","8.83"
"003813815","UGRD","Social Sciences","0.66"
"003813893","PBAC","Social Sciences","2.66"
"003815102","PBAC","Business and Economics","1.83"
"003815518","UGRD","Arts and Humanities","0.33"
"003815518","UGRD","Science & Technology","3.33"
"003815765","UGRD","Business and Economics","2.66"
"003816857","UGRD","Business and Economics","2.66"
"003817078","UGRD","Arts and Humanities","0.66"
"003817078","UGRD","Business and Economics","4.00"
"003817078","UGRD","Science & Technology","1.00"
"003817078","UGRD","Social Sciences","0.50"
"003817481","UGRD","Arts and Humanities","0.66"
"003817481","UGRD","Science & Technology","0.83"
"003817481","UGRD","Social Sciences","7.33"
"003817858","PBAC","Education","2.66"
"003817858","PBAC","Science & Technology","0.33"
"003818833","UGRD","Science & Technology","0.50"
"003819145","PBAC","Science & Technology","2.33"
"003820042","UGRD","Science & Technology","1.16"
"003820042","UGRD","Social Sciences","1.33"
"003820159","UGRD","Arts and Humanities","0.66"
"003820471","UGRD","Business and Economics","1.33"
"003820471","UGRD","Education","0.50"
"003821160","UGRD","Arts and Humanities","0.66"
"003821160","UGRD","Science & Technology","0.50"
"003821160","UGRD","Social Sciences","4.00"
"003821706","UGRD","Business and Economics","3.33"
"003822707","UGRD","Social Sciences","5.50"
"003823773","UGRD","Business and Economics","2.66"
"003824982","UGRD","Arts and Humanities","0.16"
"003824982","UGRD","Social Sciences","7.00"
"003825047","UGRD","Science & Technology","2.00"
"003825073","UGRD","Education","1.66"
"003825073","UGRD","Science & Technology","0.16"
"003825073","UGRD","Social Sciences","0.50"
"003825359","UGRD","Education","1.16"
"003825359","UGRD","Science & Technology","0.50"
"003825359","UGRD","Social Sciences","0.83"
"003826308","UGRD","Science & Technology","2.16"
"003826542","UGRD","Science & Technology","4.33"
"003826568","UGRD","Education","3.66"
"003826568","UGRD","Social Sciences","1.66"
"003826594","UGRD","Arts and Humanities","1.33"
"003826594","UGRD","Science & Technology","6.66"
"003826607","UGRD","Arts and Humanities","1.50"
"003826607","UGRD","Science & Technology","2.50"
"003826607","UGRD","University-wide","2.33"
"003826698","UGRD","Arts and Humanities","1.33"
"003826698","UGRD","Science & Technology","2.50"
"003827075","UGRD","Arts and Humanities","4.00"
"003827075","UGRD","Social Sciences","1.16"
"003827140","UGRD","Education","0.50"
"003827283","UGRD","Science & Technology","4.16"
"003827283","UGRD","Social Sciences","0.50"
"003827543","UGRD","Arts and Humanities","0.66"
"003827543","UGRD","Science & Technology","10.00"
"003827543","UGRD","Social Sciences","1.16"
"003827751","UGRD","Science & Technology","1.33"
"003827751","UGRD","Social Sciences","1.00"
"003827816","UGRD","Arts and Humanities","1.66"
"003827816","UGRD","Social Sciences","0.66"
"003827855","UGRD","Arts and Humanities","1.66"
"003827855","UGRD","Social Sciences","1.00"
"003827920","UGRD","Business and Economics","0.66"
"003827920","UGRD","Social Sciences","7.50"
"003827985","UGRD","Science & Technology","0.50"
"003827985","UGRD","Social Sciences","2.16"
"003828024","UGRD","Arts and Humanities","0.66"
"003828024","UGRD","Social Sciences","4.00"
"003828089","UGRD","Education","3.00"
"003828089","UGRD","Science & Technology","0.50"
"003828089","UGRD","Social Sciences","2.50"
"003828141","PBAC","Education","3.00"
"003828206","UGRD","Social Sciences","2.66"
"003828232","UGRD","Science & Technology","0.66"
"003828375","UGRD","Science & Technology","2.50"
"003828583","UGRD","Business and Economics","2.66"
"003828635","UGRD","Social Sciences","2.66"
"003828648","UGRD","Business and Economics","2.00"
"003828726","UGRD","Arts and Humanities","0.66"
"003828726","UGRD","Science & Technology","3.50"
"003828908","UGRD","Arts and Humanities","1.33"
"003828908","UGRD","Social Sciences","3.33"
"003828934","UGRD","Science & Technology","2.33"
"003829077","UGRD","Business and Economics","2.66"
"003829129","UGRD","Arts and Humanities","0.66"
"003829129","UGRD","Science & Technology","0.50"
"003829129","UGRD","Social Sciences","7.83"
"003829142","UGRD","Arts and Humanities","0.66"
"003829142","UGRD","Science & Technology","7.33"
"003829246","UGRD","Arts and Humanities","0.83"
"003829246","UGRD","Education","0.50"
"003829246","UGRD","Social Sciences","1.33"
"003829298","UGRD","Arts and Humanities","2.66"
"003829298","UGRD","Science & Technology","1.33"
"003829298","UGRD","Social Sciences","0.50"
"003829493","PBAC","Social Sciences","4.16"
"003829753","UGRD","Arts and Humanities","0.50"
"003829753","UGRD","Education","0.50"
"003829857","UGRD","Arts and Humanities","6.66"
"003829857","UGRD","Education","1.66"
"003829883","UGRD","Science & Technology","2.66"
"003830013","UGRD","Arts and Humanities","2.50"
"003830143","UGRD","Science & Technology","1.33"
"003830143","UGRD","Social Sciences","1.00"
"003830273","UGRD","Science & Technology","2.66"
"003830273","UGRD","Social Sciences","3.00"
"003830364","UGRD","Arts and Humanities","1.83"
"003830364","UGRD","Science & Technology","0.16"
"003830663","UGRD","Education","0.66"
"003830663","UGRD","Science & Technology","0.66"
"003830663","UGRD","Social Sciences","1.50"
"003831066","PBAC","Education","7.00"
"003831157","UGRD","Business and Economics","2.00"
"003831157","UGRD","Science & Technology","0.16"
"003831222","UGRD","Education","0.66"
"003831222","UGRD","Science & Technology","0.50"
"003831222","UGRD","Social Sciences","0.83"
"003831417","UGRD","Education","0.50"
"003831417","UGRD","Extended Education","1.66"
"003831586","UGRD","Business and Economics","0.66"
"003831586","UGRD","Science & Technology","1.50"
"003831586","UGRD","University-wide","4.00"
"003831677","UGRD","Social Sciences","3.33"
"003831690","UGRD","Arts and Humanities","1.66"
"003831690","UGRD","Science & Technology","0.66"
"003831690","UGRD","Social Sciences","2.50"
"003832379","UGRD","Arts and Humanities","0.66"
"003832379","UGRD","Science & Technology","0.16"
"003832379","UGRD","Social Sciences","7.00"
"003832431","UGRD","Business and Economics","2.66"
"003832431","UGRD","Social Sciences","0.50"
"003832470","UGRD","Arts and Humanities","0.16"
"003832470","UGRD","Social Sciences","2.00"
"003832639","UGRD","Arts and Humanities","1.66"
"003832639","PBAC","Education","5.83"
"003832639","UGRD","Social Sciences","0.66"
"003832847","UGRD","Arts and Humanities","0.66"
"003832847","UGRD","Business and Economics","0.66"
"003832847","UGRD","Science & Technology","0.50"
"003832847","UGRD","Social Sciences","0.66"
"003832899","UGRD","Science & Technology","1.83"
"003832964","UGRD","Arts and Humanities","2.66"
"003832964","UGRD","Education","0.66"
"003832964","UGRD","Science & Technology","0.50"
"003832964","UGRD","Social Sciences","1.33"
"003833146","UGRD","Arts and Humanities","0.66"
"003833146","UGRD","Science & Technology","0.50"
"003833146","UGRD","Social Sciences","3.50"
"003833172","UGRD","Arts and Humanities","0.16"
"003833172","UGRD","Science & Technology","1.83"
"003833172","UGRD","Social Sciences","3.00"
"003833302","UGRD","Arts and Humanities","1.50"
"003833523","PBAC","Social Sciences","2.66"
"003833536","UGRD","Arts and Humanities","1.33"
"003833536","UGRD","Science & Technology","0.66"
"003833536","UGRD","Social Sciences","4.66"
"003833575","UGRD","Business and Economics","4.00"
"003833575","UGRD","University-wide","0.50"
"003833614","UGRD","Social Sciences","2.00"
"003833640","UGRD","Arts and Humanities","4.66"
"003833640","UGRD","Business and Economics","0.66"
"003833640","UGRD","Social Sciences","0.33"
"003833653","UGRD","Science & Technology","4.33"
"003833653","UGRD","Social Sciences","0.33"
"003833679","UGRD","Arts and Humanities","0.66"
"003833679","UGRD","Social Sciences","1.16"
"003833874","UGRD","Social Sciences","3.00"
"003833900","UGRD","Business and Economics","2.00"
"003834121","UGRD","Business and Economics","2.66"
"003834225","UGRD","Arts and Humanities","0.66"
"003834225","UGRD","Social Sciences","2.00"
"003834264","PBAC","Arts and Humanities","0.66"
"003834264","PBAC","Education","2.50"
"003834264","PBAC","Social Sciences","0.83"
"003834355","UGRD","Science & Technology","1.00"
"003834355","UGRD","Social Sciences","5.00"
"003834368","UGRD","Business and Economics","2.00"
"003834407","UGRD","Arts and Humanities","2.83"
"003834407","UGRD","Science & Technology","0.33"
"003834407","UGRD","Social Sciences","0.50"
"003834472","UGRD","Arts and Humanities","0.66"
"003834472","UGRD","Business and Economics","4.66"
"003834563","UGRD","Arts and Humanities","0.66"
"003834563","UGRD","Social Sciences","2.00"
"003834628","UGRD","Arts and Humanities","3.00"
"003834628","PBAC","Education","6.00"
"003834628","UGRD","Education","0.50"
"003834628","UGRD","Science & Technology","0.66"
"003834693","PBAC","Arts and Humanities","5.00"
"003834706","UGRD","Arts and Humanities","2.66"
"003834706","UGRD","Social Sciences","0.66"
"003834901","UGRD","Arts and Humanities","0.66"
"003834901","UGRD","Science & Technology","6.16"
"003834901","UGRD","Social Sciences","1.16"
"003834979","UGRD","Science & Technology","0.83"
"003834979","UGRD","Social Sciences","2.00"
"003835005","UGRD","Arts and Humanities","2.00"
"003835005","UGRD","Science & Technology","0.33"
"003835213","UGRD","Social Sciences","3.16"
"003835239","PBAC","Education","3.00"
"003835356","UGRD","Science & Technology","0.16"
"003835356","UGRD","Social Sciences","1.83"
"003835434","UGRD","Arts and Humanities","4.16"
"003835434","UGRD","Social Sciences","1.00"
"003835642","UGRD","Arts and Humanities","2.00"
"003835642","UGRD","Science & Technology","0.16"
"003835733","UGRD","Science & Technology","0.83"
"003835876","UGRD","Arts and Humanities","0.50"
"003835876","UGRD","Business and Economics","1.33"
"003835876","UGRD","Education","6.50"
"003835876","UGRD","Science & Technology","0.50"
"003835876","UGRD","Social Sciences","1.50"
"003835954","UGRD","Science & Technology","0.83"
"003835954","UGRD","Social Sciences","1.66"
"003835980","UGRD","Arts and Humanities","0.66"
"003835980","UGRD","Science & Technology","4.00"
"003835980","UGRD","Social Sciences","0.50"
"003836110","UGRD","Arts and Humanities","3.33"
"003836110","UGRD","Education","0.50"
"003836240","UGRD","Arts and Humanities","1.33"
"003836240","UGRD","Education","3.33"
"003836240","UGRD","Social Sciences","5.16"
"003836383","UGRD","Arts and Humanities","1.50"
"003836383","UGRD","Business and Economics","3.33"
"003836383","UGRD","Science & Technology","6.83"
"003836383","UGRD","Social Sciences","1.66"
"003836396","UGRD","Science & Technology","5.50"
"003836500","UGRD","Social Sciences","1.33"
"003836565","UGRD","Science & Technology","1.66"
"003836682","UGRD","Arts and Humanities","1.50"
"003836682","UGRD","Social Sciences","0.16"
"003836721","UGRD","Arts and Humanities","0.66"
"003836721","UGRD","Science & Technology","0.16"
"003836721","UGRD","Social Sciences","1.33"
"003836747","UGRD","Business and Economics","2.00"
"003836890","PBAC","Social Sciences","4.00"
"003836968","UGRD","Arts and Humanities","2.00"
"003836994","UGRD","Education","0.66"
"003836994","UGRD","Social Sciences","0.66"
"003837202","UGRD","Arts and Humanities","0.66"
"003837202","UGRD","Business and Economics","2.66"
"003837202","UGRD","Science & Technology","0.66"
"003837293","UGRD","Science & Technology","6.50"
"003837293","UGRD","Social Sciences","0.50"
"003837319","UGRD","Science & Technology","4.00"
"003837423","UGRD","Arts and Humanities","1.00"
"003837423","UGRD","Education","0.66"
"003837423","UGRD","Science & Technology","0.83"
"003837488","UGRD","Arts and Humanities","1.83"
"003837488","PBAC","Education","5.83"
"003837488","UGRD","Science & Technology","0.50"
"003837488","UGRD","Social Sciences","0.83"
"003837566","UGRD","Arts and Humanities","2.66"
"003837566","PBAC","Education","6.00"
"003837566","UGRD","Social Sciences","0.16"
"003837579","UGRD","Arts and Humanities","1.33"
"003837579","UGRD","Business and Economics","8.66"
"003837579","UGRD","Social Sciences","1.50"
"003837631","UGRD","Arts and Humanities","2.00"
"003837631","UGRD","Science & Technology","0.50"
"003837891","UGRD","Social Sciences","4.66"
"003837891","UGRD","University-wide","0.33"
"003838086","PBAC","Education","6.00"
"003838125","UGRD","Arts and Humanities","0.66"
"003838125","UGRD","Business and Economics","1.33"
"003838125","UGRD","Education","0.50"
"003838216","PBAC","Social Sciences","0.83"
"003838372","PBAC","Science & Technology","3.50"
"003838697","UGRD","Arts and Humanities","0.66"
"003838697","UGRD","Social Sciences","2.00"
"003838957","PBAC","Social Sciences","8.33"
"003839113","UGRD","Arts and Humanities","1.83"
"003839113","PBAC","Education","5.83"
"003839165","UGRD","Arts and Humanities","3.33"
"003839243","UGRD","Arts and Humanities","0.66"
"003839243","UGRD","Business and Economics","2.00"
"003839321","UGRD","Arts and Humanities","1.33"
"003839321","UGRD","Science & Technology","0.66"
"003839321","UGRD","Social Sciences","0.50"
"003839334","UGRD","Social Sciences","1.33"
"003839347","UGRD","Science & Technology","1.00"
"003839347","UGRD","Social Sciences","2.50"
"003839451","UGRD","Business and Economics","2.00"
"003839451","UGRD","Social Sciences","0.66"
"003839555","UGRD","Arts and Humanities","0.66"
"003839555","UGRD","Business and Economics","1.33"
"003839555","UGRD","Science & Technology","0.50"
"003839685","UGRD","Arts and Humanities","4.00"
"003839685","UGRD","Science & Technology","1.16"
"003839685","UGRD","Social Sciences","1.66"
"003839763","UGRD","Arts and Humanities","1.16"
"003839763","UGRD","Social Sciences","3.83"
"003839945","UGRD","Arts and Humanities","0.66"
"003839945","UGRD","Social Sciences","0.33"
"003839997","UGRD","Social Sciences","3.83"
"003840257","UGRD","Social Sciences","1.83"
"003840452","UGRD","Arts and Humanities","2.33"
"003840452","PBAC","Education","5.83"
"003840452","UGRD","Science & Technology","0.33"
"003840504","PBAC","Education","7.83"
"003840569","UGRD","Business and Economics","0.66"
"003840569","UGRD","Science & Technology","0.33"
"003840569","UGRD","Social Sciences","2.66"
"003840647","UGRD","Science & Technology","0.16"
"003840647","UGRD","Social Sciences","1.33"
"003840842","UGRD","Science & Technology","1.83"
"003840842","UGRD","Social Sciences","5.00"
"003840868","UGRD","Arts and Humanities","1.33"
"003840868","UGRD","Social Sciences","3.16"
"003840920","UGRD","Arts and Humanities","0.66"
"003840920","UGRD","Science & Technology","0.50"
"003840920","UGRD","Social Sciences","2.16"
"003841297","UGRD","Science & Technology","5.66"
"003841297","UGRD","Social Sciences","0.50"
"003841362","UGRD","Science & Technology","0.16"
"003841362","UGRD","Social Sciences","3.33"
"003841362","UGRD","University-wide","2.50"
"003841544","UGRD","Arts and Humanities","2.33"
"003841570","UGRD","Science & Technology","0.16"
"003841570","UGRD","Social Sciences","2.66"
"003841622","UGRD","Business and Economics","2.50"
"003841765","UGRD","Arts and Humanities","0.66"
"003841765","UGRD","Science & Technology","8.83"
"003841908","UGRD","Arts and Humanities","2.66"
"003841921","UGRD","Arts and Humanities","0.50"
"003841921","UGRD","Education","0.50"
"003841921","UGRD","Science & Technology","0.50"
"003841921","UGRD","Social Sciences","7.50"
"003842116","UGRD","Arts and Humanities","1.33"
"003842116","UGRD","Business and Economics","7.33"
"003842116","UGRD","Science & Technology","0.16"
"003842116","UGRD","Social Sciences","1.00"
"003842246","UGRD","Business and Economics","6.66"
"003842246","UGRD","Social Sciences","1.00"
"003842259","UGRD","Business and Economics","0.66"
"003842259","UGRD","Science & Technology","1.16"
"003842259","UGRD","Social Sciences","0.50"
"003842337","UGRD","Science & Technology","0.83"
"003842337","UGRD","Social Sciences","1.50"
"003842597","UGRD","Arts and Humanities","1.33"
"003842597","UGRD","Science & Technology","0.16"
"003842597","UGRD","Social Sciences","2.66"
"003842818","UGRD","Arts and Humanities","0.83"
"003842818","UGRD","Science & Technology","0.50"
"003842818","UGRD","Social Sciences","2.66"
"003843000","UGRD","Arts and Humanities","0.66"
"003843000","UGRD","Education","0.50"
"003843000","UGRD","Science & Technology","1.50"
"003843000","UGRD","Social Sciences","6.00"
"003843156","UGRD","Arts and Humanities","2.33"
"003843208","UGRD","Arts and Humanities","0.66"
"003843208","UGRD","Business and Economics","4.00"
"003843260","UGRD","Arts and Humanities","0.16"
"003843260","UGRD","Science & Technology","0.50"
"003843260","UGRD","Social Sciences","4.66"
"003843273","UGRD","Arts and Humanities","1.33"
"003843273","UGRD","Science & Technology","2.00"
"003843273","UGRD","Social Sciences","7.16"
"003843299","UGRD","Arts and Humanities","0.83"
"003843299","UGRD","Business and Economics","3.33"
"003843299","UGRD","Science & Technology","1.00"
"003843299","UGRD","Social Sciences","1.00"
"003843442","UGRD","Arts and Humanities","2.00"
"003843442","UGRD","Science & Technology","0.66"
"003843598","UGRD","Science & Technology","5.00"
"003843598","UGRD","Social Sciences","0.83"
"003843689","UGRD","Science & Technology","4.00"
"003843845","UGRD","Business and Economics","2.66"
"003844066","PBAC","Science & Technology","0.50"
"003844079","PBAC","Education","5.50"
"003844144","UGRD","Business and Economics","7.33"
"003844326","UGRD","Education","0.50"
"003844326","UGRD","Science & Technology","0.50"
"003844326","UGRD","Social Sciences","1.33"
"003844404","UGRD","Arts and Humanities","0.66"
"003844404","UGRD","Science & Technology","3.16"
"003844404","UGRD","Social Sciences","0.50"
"003844417","PBAC","Education","4.00"
"003844495","UGRD","Arts and Humanities","0.66"
"003844495","UGRD","Social Sciences","7.16"
"003844612","PBAC","Education","6.00"
"003844612","UGRD","Education","1.33"
"003844703","UGRD","Arts and Humanities","0.66"
"003844703","UGRD","Science & Technology","0.50"
"003844703","UGRD","Social Sciences","5.83"
"003844755","UGRD","Social Sciences","3.00"
"003844807","PBAC","Education","4.50"
"003844898","UGRD","Arts and Humanities","3.33"
"003844898","UGRD","Social Sciences","2.50"
"003845275","UGRD","Arts and Humanities","0.50"
"003845275","UGRD","Business and Economics","0.66"
"003845275","UGRD","Science & Technology","0.66"
"003845353","UGRD","Business and Economics","6.00"
"003845353","UGRD","Social Sciences","0.50"
"003845470","UGRD","Social Sciences","2.00"
"003845626","UGRD","Arts and Humanities","4.16"
"003845626","UGRD","Social Sciences","0.66"
"003845886","UGRD","Social Sciences","2.50"
"003845938","UGRD","Arts and Humanities","0.33"
"003845938","UGRD","Business and Economics","5.33"
"003845938","UGRD","Social Sciences","3.00"
"003846068","UGRD","Science & Technology","4.66"
"003846081","UGRD","Arts and Humanities","2.00"
"003846081","UGRD","Business and Economics","4.00"
"003846081","UGRD","Social Sciences","0.66"
"003846107","UGRD","Arts and Humanities","5.33"
"003846107","UGRD","Social Sciences","0.50"
"003846302","UGRD","Science & Technology","2.16"
"003846419","UGRD","Arts and Humanities","1.16"
"003846419","UGRD","Science & Technology","3.33"
"003846536","UGRD","Science & Technology","0.33"
"003846536","UGRD","Social Sciences","2.16"
"003846679","UGRD","Arts and Humanities","2.00"
"003846679","UGRD","Science & Technology","0.33"
"003846679","UGRD","Social Sciences","0.66"
"003846783","UGRD","Education","0.50"
"003846783","UGRD","Social Sciences","1.50"
"003846809","UGRD","Arts and Humanities","0.66"
"003846809","UGRD","Science & Technology","4.66"
"003846809","UGRD","Social Sciences","1.16"
"003846965","UGRD","Business and Economics","2.00"
"003846965","UGRD","Science & Technology","0.66"
"003847628","UGRD","Arts and Humanities","3.83"
"003847628","UGRD","Science & Technology","0.66"
"003847628","UGRD","Social Sciences","0.50"
"003847862","UGRD","Business and Economics","4.66"
"003847862","UGRD","Science & Technology","5.50"
"003847862","UGRD","Social Sciences","0.50"
"003848044","UGRD","Science & Technology","2.00"
"003848096","UGRD","Arts and Humanities","0.66"
"003848096","UGRD","Business and Economics","6.00"
"003848252","UGRD","Business and Economics","2.00"
"003848473","UGRD","Science & Technology","0.66"
"003848473","UGRD","Social Sciences","1.66"
"003848512","UGRD","Arts and Humanities","1.33"
"003848512","UGRD","Social Sciences","0.83"
"003848551","UGRD","Arts and Humanities","0.66"
"003848551","UGRD","Science & Technology","0.33"
"003848551","UGRD","Social Sciences","4.33"
"003848707","UGRD","Science & Technology","3.00"
"003848707","UGRD","Social Sciences","1.83"
"003848733","UGRD","Science & Technology","1.33"
"003848733","UGRD","University-wide","0.50"
"003848746","UGRD","Arts and Humanities","0.66"
"003848746","UGRD","Business and Economics","10.00"
"003848746","UGRD","Education","0.50"
"003848746","UGRD","Social Sciences","0.66"
"003848785","UGRD","Arts and Humanities","1.33"
"003848785","UGRD","Science & Technology","2.50"
"003848798","UGRD","Arts and Humanities","2.00"
"003848798","UGRD","Business and Economics","4.66"
"003848811","UGRD","Arts and Humanities","2.00"
"003848811","UGRD","Social Sciences","0.50"
"003848837","UGRD","Business and Economics","4.66"
"003848850","UGRD","Social Sciences","3.33"
"003848876","UGRD","Science & Technology","5.00"
"003848876","UGRD","Social Sciences","0.33"
"003848941","UGRD","Arts and Humanities","3.33"
"003848941","UGRD","Science & Technology","0.50"
"003848941","UGRD","Social Sciences","1.16"
"003849019","UGRD","Science & Technology","0.50"
"003849019","UGRD","Social Sciences","4.00"
"003849461","UGRD","Business and Economics","6.50"
"003849643","UGRD","Arts and Humanities","0.66"
"003849643","UGRD","Education","0.83"
"003849643","UGRD","Science & Technology","0.50"
"003849643","UGRD","Social Sciences","0.66"
"003849838","UGRD","Science & Technology","1.16"
"003849838","UGRD","Social Sciences","0.50"
"003850137","UGRD","Arts and Humanities","1.16"
"003850137","UGRD","Education","0.50"
"003850137","UGRD","Social Sciences","0.50"
"003850293","UGRD","Social Sciences","1.33"
"003850397","UGRD","Arts and Humanities","1.16"
"003850397","UGRD","Business and Economics","5.33"
"003850397","UGRD","Science & Technology","1.33"
"003850462","PBAC","Education","5.83"
"003850462","UGRD","Science & Technology","0.83"
"003850462","UGRD","Social Sciences","1.16"
"003850501","UGRD","Arts and Humanities","0.66"
"003850501","UGRD","Social Sciences","1.33"
"003850618","PBAC","Education","3.16"
"003850748","UGRD","Arts and Humanities","0.16"
"003850748","PBAC","Social Sciences","2.66"
"003850748","UGRD","Social Sciences","5.33"
"003850930","UGRD","Arts and Humanities","1.33"
"003850930","UGRD","Science & Technology","0.50"
"003850930","UGRD","Social Sciences","1.50"
"003850956","UGRD","Arts and Humanities","2.00"
"003850956","UGRD","Science & Technology","4.16"
"003850956","UGRD","Social Sciences","0.50"
"003851190","UGRD","Education","3.33"
"003851190","UGRD","Science & Technology","0.50"
"003851190","UGRD","Social Sciences","0.66"
"003851216","UGRD","Arts and Humanities","10.16"
"003851216","UGRD","Science & Technology","0.66"
"003851216","UGRD","Social Sciences","1.83"
"003851255","UGRD","Science & Technology","3.00"
"003851294","UGRD","Arts and Humanities","1.33"
"003851294","UGRD","Social Sciences","2.00"
"003851294","UGRD","University-wide","4.00"
"003851346","UGRD","Arts and Humanities","0.66"
"003851346","UGRD","Business and Economics","4.66"
"003851385","UGRD","Education","1.50"
"003851385","UGRD","Science & Technology","0.66"
"003851710","UGRD","Arts and Humanities","2.00"
"003851710","UGRD","Education","7.00"
"003851710","UGRD","Science & Technology","0.66"
"003851710","UGRD","Social Sciences","1.16"
"003851749","UGRD","Arts and Humanities","0.66"
"003851749","UGRD","Social Sciences","5.33"
"003851775","UGRD","Arts and Humanities","0.83"
"003851775","UGRD","Science & Technology","0.33"
"003851775","UGRD","Social Sciences","4.00"
"003851788","UGRD","Social Sciences","2.16"
"003852074","PBAC","Education","3.00"
"003852139","UGRD","Arts and Humanities","3.50"
"003852139","UGRD","Education","1.00"
"003852139","UGRD","Science & Technology","0.50"
"003852217","UGRD","Social Sciences","2.00"
"003852334","UGRD","Education","1.50"
"003852334","UGRD","Social Sciences","2.83"
"003852360","UGRD","Arts and Humanities","1.83"
"003852360","UGRD","Social Sciences","0.50"
"003852594","UGRD","Arts and Humanities","2.66"
"003852607","UGRD","Social Sciences","2.83"
"003852750","UGRD","Science & Technology","0.83"
"003852750","UGRD","Social Sciences","1.66"
"003853049","UGRD","Science & Technology","0.50"
"003853049","UGRD","Social Sciences","2.00"
"003853062","UGRD","Social Sciences","4.66"
"003853140","UGRD","Arts and Humanities","1.33"
"003853140","UGRD","Social Sciences","3.83"
"003853452","UGRD","Arts and Humanities","1.16"
"003853452","UGRD","Business and Economics","4.66"
"003853452","UGRD","Science & Technology","0.33"
"003853478","UGRD","Science & Technology","1.66"
"003853478","UGRD","Social Sciences","4.00"
"003853543","UGRD","Arts and Humanities","2.66"
"003853543","UGRD","Science & Technology","0.66"
"003853543","UGRD","Social Sciences","4.00"
"003853569","UGRD","Business and Economics","1.33"
"003853569","UGRD","Science & Technology","0.50"
"003853569","UGRD","Social Sciences","1.00"
"003853686","UGRD","Arts and Humanities","0.66"
"003853686","UGRD","Business and Economics","3.33"
"003853699","UGRD","Social Sciences","2.66"
"003853764","UGRD","Science & Technology","1.83"
"003853855","UGRD","Arts and Humanities","2.66"
"003853855","UGRD","Social Sciences","0.16"
"003853920","UGRD","Arts and Humanities","1.33"
"003853920","UGRD","Education","0.50"
"003853920","UGRD","Science & Technology","5.16"
"003853946","UGRD","Science & Technology","2.00"
"003853998","UGRD","Arts and Humanities","0.66"
"003853998","UGRD","Science & Technology","3.83"
"003853998","UGRD","Social Sciences","0.16"
"003854167","UGRD","Arts and Humanities","3.16"
"003854167","UGRD","Business and Economics","0.66"
"003854167","UGRD","Science & Technology","1.00"
"003854167","UGRD","Social Sciences","1.16"
"003854297","UGRD","Arts and Humanities","2.66"
"003855025","PBAC","Science & Technology","4.66"
"003855025","PBAC","Social Sciences","2.00"
"003855194","UGRD","Arts and Humanities","3.00"
"003855194","UGRD","Science & Technology","1.16"
"003855194","UGRD","Social Sciences","0.50"
"003855350","UGRD","Science & Technology","0.50"
"003855350","UGRD","Social Sciences","4.00"
"003855428","UGRD","Arts and Humanities","5.00"
"003855428","UGRD","Science & Technology","2.50"
"003855428","UGRD","Social Sciences","1.00"
"003855428","UGRD","University-wide","0.50"
"003855584","UGRD","Arts and Humanities","0.16"
"003855584","UGRD","Education","2.50"
"003855584","UGRD","Social Sciences","4.50"
"003855831","UGRD","Arts and Humanities","0.50"
"003855831","PBAC","Education","5.50"
"003855831","UGRD","Education","0.83"
"003855831","UGRD","Science & Technology","0.16"
"003855831","PBAC","Social Sciences","0.66"
"003855831","UGRD","Social Sciences","0.50"
"003856000","UGRD","Arts and Humanities","1.50"
"003856000","UGRD","Science & Technology","6.33"
"003856000","UGRD","Social Sciences","0.50"
"003856351","UGRD","Arts and Humanities","2.83"
"003856559","UGRD","Science & Technology","2.66"
"003856559","UGRD","University-wide","0.50"
"003856715","UGRD","Arts and Humanities","0.66"
"003856715","UGRD","Education","0.50"
"003856715","UGRD","Social Sciences","2.66"
"003856715","UGRD","University-wide","0.16"
"003856806","UGRD","Arts and Humanities","1.33"
"003856806","UGRD","Social Sciences","0.66"
"003856871","UGRD","Science & Technology","1.16"
"003856871","UGRD","Social Sciences","1.33"
"003857248","UGRD","Arts and Humanities","0.66"
